college,state,students,privateorpublic,acceptance_rate,city,address,zip,urbanicity,website,school_type,graduation_rate,GPA,Division,tuition,fields_of_study_json,student_faculty_ratio,race_ethnicity_json,sat_score,act_score
Saint Anselm College,ニューハンプシャー州(NH),1955,私立,0.823,Manchester,100 Saint Anselm Drive,03102-1310,郊外,https://www.anselm.edu/,N/A,0.8134,N/A,N/A,N/A,N/A,,,,
St Joseph School of Nursing,ニューハンプシャー州(NH),133,私立,,Nashua,5 Woodward Ave,3060,都市部,www.sjson.edu/,4年制,,N/A,N/A,N/A,N/A,,,,
University of New Hampshire College of Professional Studies Online,ニューハンプシャー州(NH),1134,州立,,Manchester,88 Commercial Street,3101,都市部,https://cps.unh.edu/online,N/A,0.1933,N/A,N/A,N/A,N/A,,,,
Thomas More College of Liberal Arts,ニューハンプシャー州(NH),89,私立,,Merrimack,6 Manchester St,3054,郊外,www.thomasmorecollege.edu/,N/A,0.7667,N/A,N/A,N/A,N/A,,,,
Eastwick College-Hackensack,ニュージャージー州(NJ),562,営利,,Hackensack,250 Moore Street,7601,郊外,www.eastwickcollege.edu/,4年制,0.4904,N/A,N/A,N/A,N/A,,,,
Assumption College for Sisters,ニュージャージー州(NJ),33,私立,,Denville,200 A Morris Avenue,7834,郊外,www.acs350.org/,4年制,,N/A,N/A,N/A,N/A,,,,
Atlantic Cape Community College,ニュージャージー州(NJ),3845,州立,,Mays Landing,5100 Black Horse Pike,08330-2699,田舎,atlanticcape.edu/,4年制,0.2221,N/A,N/A,N/A,N/A,,,,
Fortis Institute-Wayne,ニュージャージー州(NJ),365,営利,,Wayne,201 Willowbrook Blvd.,7470,郊外,https://www.fortis.edu/,2年制,0.5045,N/A,N/A,N/A,N/A,,,,
Bergen Community College,ニュージャージー州(NJ),10011,州立,,Paramus,400 Paramus Rd,07652-1595,郊外,https://www.bergen.edu/,4年制,0.2446,N/A,N/A,N/A,N/A,,,,
Berkeley College-Woodland Park,ニュージャージー州(NJ),1856,営利,,Woodland Park,44 Rifle Camp Rd,7424,郊外,https://berkeleycollege.edu/,N/A,0.4472,N/A,N/A,N/A,N/A,,,,
Beth Medrash Govoha,ニュージャージー州(NJ),3334,私立,,Lakewood,617 6th St,08701-2754,都市部,yeshivanotices.org/,N/A,,N/A,N/A,N/A,N/A,,,,
Bloomfield College,ニュージャージー州(NJ),1149,私立,0.7818,Bloomfield,467 Franklin St,7003,郊外,www.bloomfield.edu/,N/A,0.3598,N/A,N/A,N/A,N/A,,,,
Brookdale Community College,ニュージャージー州(NJ),7914,州立,,Lincroft,765 Newman Springs Rd,07738-1597,郊外,https://www.brookdalecc.edu/,4年制,0.2704,N/A,N/A,N/A,N/A,,,,
Rowan College at Burlington County,ニュージャージー州(NJ),5828,州立,,Mount Laurel,900 College Circle,08054-1599,郊外,www.rcbc.edu/,4年制,0.2771,N/A,N/A,N/A,N/A,,,,
Caldwell University,ニュージャージー州(NJ),1595,私立,0.6637,Caldwell,120 Bloomfield Avenue,07006-6195,郊外,www.caldwell.edu/,N/A,0.6394,N/A,N/A,N/A,N/A,,,,
Camden County College,ニュージャージー州(NJ),6378,州立,,Blackwood,200 College Drive,8012,郊外,https://www.camdencc.edu/,4年制,0.2176,N/A,N/A,N/A,N/A,,,,
Centenary University,ニュージャージー州(NJ),1015,私立,0.9654,Hackettstown,400 Jefferson St,7840,郊外,www.centenaryuniversity.edu/,N/A,0.6493,N/A,N/A,N/A,N/A,,,,
Adult and Continuing Education-BCTS,ニュージャージー州(NJ),76,州立,,Hackensack,190 Hackensack Avenue,07601-6637,郊外,www.bergen.org/site/Default.aspx?PageID=4343,2年制,0.8148,N/A,N/A,N/A,N/A,,,,
Lincoln Technical Institute-Iselin,ニュージャージー州(NJ),548,営利,,Iselin,"675 US Route 1 South, 2nd Floor",8830,郊外,www.lincolntech.edu/campus/edison-nj,2年制,0.5426,N/A,N/A,N/A,N/A,,,,
American Institute-Clifton,ニュージャージー州(NJ),760,営利,,CLIFTON,346 LEXINGTON AVE,7011,郊外,www.americaninstitute.edu/,2年制,0.4761,N/A,N/A,N/A,N/A,,,,
County College of Morris,ニュージャージー州(NJ),5174,州立,,Randolph,214 Center Grove Rd,07869-2086,郊外,www.ccm.edu/,4年制,0.3423,N/A,N/A,N/A,N/A,,,,
Rowan College of South Jersey-Cumberland Campus,ニュージャージー州(NJ),1951,州立,,Vineland,3322 College Drive,08362-1500,都市部,https://rcsj.edu/,4年制,0.3137,N/A,N/A,N/A,N/A,,,,
Drew University,ニュージャージー州(NJ),1419,私立,0.7266,Madison,36 Madison Ave,7940,郊外,www.drew.edu/,N/A,0.738,N/A,N/A,N/A,N/A,,,,
Lincoln Technical Institute-South Plainfield,ニュージャージー州(NJ),339,営利,,South Plainfield,901 Hadley Road,07080-2424,郊外,www.lincolntech.edu/campus/south-plainfield-nj,2年制,0.7632,N/A,N/A,N/A,N/A,,,,
Essex County College,ニュージャージー州(NJ),5730,州立,,Newark,303 University Ave,7102,都市部,www.essex.edu/,4年制,0.158,N/A,N/A,N/A,N/A,,,,
Empire Beauty School-Union,ニュージャージー州(NJ),83,営利,,Union,1126 Morris Ave,7083,郊外,www.empire.edu/,2年制,0.5111,N/A,N/A,N/A,N/A,,,,
Fairleigh Dickinson University-Metropolitan Campus,ニュージャージー州(NJ),2415,私立,0.8409,Teaneck,1000 River Rd,7666,郊外,https://www.fdu.edu/,N/A,0.5255,N/A,N/A,N/A,N/A,,,,
Felician University,ニュージャージー州(NJ),1696,私立,0.8915,Lodi,262 S Main St,7644,郊外,https://www.felician.edu/,N/A,0.518,N/A,N/A,N/A,N/A,,,,
Fairleigh Dickinson University-Florham Campus,ニュージャージー州(NJ),2012,私立,0.8912,Madison,285 Madison Ave,7940,郊外,https://www.fdu.edu/,N/A,0.6158,N/A,N/A,N/A,N/A,,,,
Hohokus School of Trade and Technical Sciences,ニュージャージー州(NJ),82,営利,,Paterson,634 Market Street,7513,郊外,www.hohokus.edu/,2年制,0.8492,N/A,N/A,N/A,N/A,,,,
Georgian Court University,ニュージャージー州(NJ),1166,私立,0.7579,Lakewood,900 Lakewood Ave,08701-2697,都市部,https://georgian.edu/,N/A,0.5568,N/A,N/A,N/A,N/A,,,,
Rowan University,ニュージャージー州(NJ),14914,州立,0.7694,Glassboro,201 Mullica Hill Road,8028,郊外,https://www.rowan.edu/,N/A,0.6836,N/A,N/A,N/A,N/A,,,,
Rowan College of South Jersey-Gloucester Campus,ニュージャージー州(NJ),4510,州立,,Sewell,1400 Tanyard Road,8080,郊外,rcsj.edu/,4年制,0.3155,N/A,N/A,N/A,N/A,,,,
Empire Beauty School-Cherry Hill,ニュージャージー州(NJ),86,営利,,Cherry Hill,2100 State Highway #38 Plaza Cherry Hill,8002,郊外,www.empire.edu/,2年制,0.3789,N/A,N/A,N/A,N/A,,,,
Eastwick College-Ramsey,ニュージャージー州(NJ),717,営利,,Ramsey,10 South Franklin Turnpike,07446-2551,郊外,www.eastwickcollege.edu/,4年制,0.6747,N/A,N/A,N/A,N/A,,,,
Holy Name Medical Center-Sister Claire Tynan School of Nursing,ニュージャージー州(NJ),191,私立,0.2,Englewood Cliffs,333 Hudson Terrace,7632,郊外,holyname.org/SchoolofNursing,2年制,,N/A,N/A,N/A,N/A,,,,
Hudson County Community College,ニュージャージー州(NJ),6116,州立,,Jersey City,70 Sip Avenue,7306,都市部,www.hccc.edu/,4年制,0.1643,N/A,N/A,N/A,N/A,,,,
New Jersey City University,ニュージャージー州(NJ),4677,州立,0.9014,Jersey City,2039 Kennedy Blvd,7305,都市部,www.njcu.edu/,N/A,0.3881,N/A,N/A,N/A,N/A,,,,
Kean University,ニュージャージー州(NJ),10524,州立,0.826,Union,1000 Morris Avenue,7083,郊外,https://www.kean.edu/,N/A,0.495,N/A,N/A,N/A,N/A,,,,
Lincoln Technical Institute-Union,ニュージャージー州(NJ),1625,営利,,Union,2299 Vauxhall Rd,7083,郊外,www.lincolntech.edu/campus/union-nj,2年制,0.658,N/A,N/A,N/A,N/A,,,,
Rizzieri Aveda School for Beauty and Wellness,ニュージャージー州(NJ),360,営利,,Voorhees,8200 Town Center Blvd,08043-1800,郊外,www.rizzierischools.com/,2年制,0.8053,N/A,N/A,N/A,N/A,,,,
Mercer County Community College,ニュージャージー州(NJ),4945,州立,,West Windsor,1200 Old Trenton Rd,08550-3407,田舎,www.mccc.edu/,4年制,0.1927,N/A,N/A,N/A,N/A,,,,
Middlesex College,ニュージャージー州(NJ),7900,州立,,Edison,2600 Woodbridge Avenue,8837,郊外,www.middlesexcollege.edu/,4年制,0.2765,N/A,N/A,N/A,N/A,,,,
Monmouth University,ニュージャージー州(NJ),3799,私立,0.9092,West Long Branch,400 Cedar Ave,07764-1898,郊外,https://www.monmouth.edu/,N/A,0.6871,N/A,N/A,N/A,N/A,,,,
Montclair State University,ニュージャージー州(NJ),16902,州立,0.9131,Montclair,1 Normal Avenue,07043-1624,郊外,www.montclair.edu/,N/A,0.6636,N/A,N/A,N/A,N/A,,,,
JFK Muhlenberg Harold B. and Dorothy A. Snyder Schools,ニュージャージー州(NJ),582,私立,1,Plainfield,1200 Randolph Rd,7060,郊外,www.jfkmuhlenbergschools.org/,2年制,,N/A,N/A,N/A,N/A,,,,
Eastwick College-Nutley,ニュージャージー州(NJ),415,営利,,Nutley,103 Park Ave,7110,郊外,www.eastwickcollege.edu/,4年制,0.6374,N/A,N/A,N/A,N/A,,,,
New Brunswick Theological Seminary,ニュージャージー州(NJ),,私立,,New Brunswick,35 Seminary Place,08901-1107,都市部,www.nbts.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Robert Fiance Beauty Schools-West New York,ニュージャージー州(NJ),264,営利,,West New York,5518 Bergenline Ave,07093-4623,郊外,www.robertfiance.edu/,2年制,0.551,N/A,N/A,N/A,N/A,,,,
New Jersey Institute of Technology,ニュージャージー州(NJ),8365,州立,0.6599,Newark,University Heights,7102,都市部,https://www.njit.edu/,N/A,0.737,N/A,N/A,N/A,N/A,,,,
Ocean County College,ニュージャージー州(NJ),5503,州立,,Toms River,College Drive,08754-2001,郊外,www.ocean.edu/,4年制,0.394,N/A,N/A,N/A,N/A,,,,
P B Cosmetology Education Center,ニュージャージー州(NJ),135,営利,,Gloucester,110 Monmouth St,8030,郊外,www.pbbeautyschool.com/,2年制,0.7209,N/A,N/A,N/A,N/A,,,,
Parisian Beauty School,ニュージャージー州(NJ),454,営利,,Hackensack,362 State St,07601-5509,郊外,paulmitchell.edu/hackensack,2年制,0.8284,N/A,N/A,N/A,N/A,,,,
Passaic County Community College,ニュージャージー州(NJ),4643,州立,,Paterson,One College Blvd,07505-1179,郊外,https://web.pccc.edu/,4年制,0.1301,N/A,N/A,N/A,N/A,,,,
Pennco Tech-Blackwood,ニュージャージー州(NJ),886,営利,,Blackwood,99 Erial Road,8012,郊外,https://www.penncotech.edu/,2年制,0.6715,N/A,N/A,N/A,N/A,,,,
Princeton Theological Seminary,ニュージャージー州(NJ),,私立,,Princeton,64 Mercer St,08542-0803,都市部,www.ptsem.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Princeton University,ニュージャージー州(NJ),5527,私立,0.057,Princeton,1 Nassau Hall,08544-0070,都市部,www.princeton.edu/,N/A,0.9744,N/A,N/A,N/A,N/A,,,,
Rabbinical College of America,ニュージャージー州(NJ),193,私立,0.9467,Morristown,226 Sussex Ave,07960-3600,郊外,www.rca.edu/,N/A,0.1976,N/A,N/A,N/A,N/A,,,,
Ramapo College of New Jersey,ニュージャージー州(NJ),4611,州立,0.7047,Mahwah,505 Ramapo Valley Rd,07430-1680,郊外,www.ramapo.edu/,N/A,0.7063,N/A,N/A,N/A,N/A,,,,
Robert Fiance Beauty Schools,フロリダ州(FL),207,営利,,Boynton Beach,552 E Woolbright Rd,33435,郊外,www.robertfiance.edu/,2年制,0.5135,N/A,N/A,N/A,N/A,,,,
Rider University,ニュージャージー州(NJ),3105,私立,0.8413,Lawrenceville,2083 Lawrenceville Road,08648-3099,郊外,www.rider.edu/,N/A,0.6372,N/A,N/A,N/A,N/A,,,,
Rutgers University-Camden,ニュージャージー州(NJ),4077,州立,0.7652,Camden,406 Penn Street,8102,都市部,https://camden.rutgers.edu/,N/A,0.6716,N/A,N/A,N/A,N/A,,,,
Rutgers University-New Brunswick,ニュージャージー州(NJ),36090,州立,0.6629,New Brunswick,83 Somerset St,08901-1281,都市部,https://newbrunswick.rutgers.edu/,N/A,0.8409,N/A,N/A,N/A,N/A,,,,
Rutgers University-Newark,ニュージャージー州(NJ),7188,州立,0.7394,Newark,"249 University Avenue, Blumenthal Hall",7102,都市部,https://www.newark.rutgers.edu/,N/A,0.6561,N/A,N/A,N/A,N/A,,,,
Capital Health School of Radiologic Technology,ニュージャージー州(NJ),16,私立,,Trenton,601 Hamilton Ave,08629-1986,都市部,www.capitalhealth.org/professionals/school-of-radiologic-technology,2年制,,N/A,N/A,N/A,N/A,,,,
Capital Health School of Nursing,ニュージャージー州(NJ),53,私立,,Trenton,601 Hamilton Ave,08629-1986,都市部,www.capitalhealth.org/professionals/school-of-nursing,2年制,,N/A,N/A,N/A,N/A,,,,
Saint Peter's University,ニュージャージー州(NJ),1918,私立,0.8883,Jersey City,2641 Kennedy Blvd,07306-5997,都市部,www.saintpeters.edu/,N/A,0.5938,N/A,N/A,N/A,N/A,,,,
Salem Community College,ニュージャージー州(NJ),867,州立,,Carneys Point,460 Hollywood Avenue,08069-2799,郊外,https://www.salemcc.edu/,4年制,0.4396,N/A,N/A,N/A,N/A,,,,
Seton Hall University,ニュージャージー州(NJ),5874,私立,0.7507,South Orange,400 S Orange Ave,07079-2697,郊外,https://www.shu.edu/,N/A,0.7182,N/A,N/A,N/A,N/A,,,,
Shore Beauty School,ニュージャージー州(NJ),80,営利,,Egg Harbor Township,3003 English Creek Avenue,8234,郊外,https://www.shorebeautyschool.edu/,2年制,0.5208,N/A,N/A,N/A,N/A,,,,
Saint Elizabeth University,ニュージャージー州(NJ),672,私立,0.7192,Morristown,2 Convent Road,7960,郊外,www.steu.edu/,N/A,0.4179,N/A,N/A,N/A,N/A,,,,
Raritan Valley Community College,ニュージャージー州(NJ),5052,州立,,Branchburg,118 Lamington Road,8876,田舎,https://www.raritanval.edu/,4年制,0.3003,N/A,N/A,N/A,N/A,,,,
Stevens Institute of Technology,ニュージャージー州(NJ),4054,私立,0.4622,Hoboken,Castle Point On Hudson,07030-5991,郊外,www.stevens.edu/,N/A,0.8758,N/A,N/A,N/A,N/A,,,,
Stockton University,ニュージャージー州(NJ),8105,州立,0.8554,Galloway,101 Vera King Farris Drive,08205-9441,田舎,https://www.stockton.edu/,N/A,0.7614,N/A,N/A,N/A,N/A,,,,
Talmudical Academy-New Jersey,ニュージャージー州(NJ),73,私立,0.6667,Adelphia,868 Route 524,7710,郊外,https://talmudicalacademynj.com/,N/A,0.0784,N/A,N/A,N/A,N/A,,,,
Aviation Institute of Maintenance-Teterboro,ニュージャージー州(NJ),368,営利,,Hasbrouck Heights,459 State Route 17,7604,郊外,aviationmaintenance.edu/campuses/teterboro-nj,2年制,0.9286,N/A,N/A,N/A,N/A,,,,
Thomas Edison State University,ニュージャージー州(NJ),7268,州立,,Trenton,111 W State St,8608,都市部,www.tesu.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
The College of New Jersey,ニュージャージー州(NJ),6840,州立,0.6443,Ewing,2000 Pennington Road,08628-7718,郊外,https://www.tcnj.edu/,N/A,0.8634,N/A,N/A,N/A,N/A,,,,
UCNJ Union College of Union County NJ,ニュージャージー州(NJ),7454,州立,,Cranford,1033 Springfield Avenue,07016-1528,郊外,https://www.ucc.edu/,4年制,0.3469,N/A,N/A,N/A,N/A,,,,
William Paterson University of New Jersey,ニュージャージー州(NJ),6591,州立,0.9153,Wayne,300 Pompton Rd,7470,郊外,www.wpunj.edu/,N/A,0.5597,N/A,N/A,N/A,N/A,,,,
Olympian Academy of Cosmetology,ニューメキシコ州(NM),688,営利,,LAS CRUCES,1440 MISSOURI AVE  STE 7,88001-5330,都市部,https://olympianacademy.edu/,2年制,0.492,N/A,N/A,N/A,N/A,,,,
Central New Mexico Community College,ニューメキシコ州(NM),15556,州立,,Albuquerque,525 Buena Vista Dr SE,87106,都市部,https://www.cnm.edu/,2年制,0.2876,N/A,N/A,N/A,N/A,,,,
Navajo Technical University,ニューメキシコ州(NM),937,州立,,Crownpoint,"Lower Point Road, State Road 371",87313-0849,田舎,www.navajotech.edu/,2年制,0.0813,N/A,N/A,N/A,N/A,,,,
New Mexico State University-Dona Ana,ニューメキシコ州(NM),4741,州立,,Las Cruces,2800 N. Sonoma Ranch Blvd.,88011,都市部,dacc.nmsu.edu/,4年制,0.1591,N/A,N/A,N/A,N/A,,,,
Clovis Community College,ニューメキシコ州(NM),1334,州立,,Clovis,417 Schepps Blvd,88101-8381,町,www.clovis.edu/,2年制,0.3931,N/A,N/A,N/A,N/A,,,,
Eastern New Mexico University-Main Campus,ニューメキシコ州(NM),2899,州立,0.2755,Portales,"ENMU Station 2, 1500 S Ave K",88130,町,www.enmu.edu/,N/A,0.4064,N/A,N/A,N/A,N/A,,,,
Eastern New Mexico University-Roswell Campus,ニューメキシコ州(NM),1307,州立,,Roswell,52 University Blvd,88203-6000,町,www.roswell.enmu.edu/,2年制,0.3648,N/A,N/A,N/A,N/A,,,,
Institute of American Indian and Alaska Native Culture and Arts Development,ニューメキシコ州(NM),311,州立,1,Santa Fe,83 Avan Nu Po Road,87508-1300,田舎,https://iaia.edu/,N/A,0.2603,N/A,N/A,N/A,N/A,,,,
New Mexico Highlands University,ニューメキシコ州(NM),1500,州立,,Las Vegas,803 University Ave,87701,町,www.nmhu.edu/,N/A,0.2599,N/A,N/A,N/A,N/A,,,,
New Mexico Junior College,ニューメキシコ州(NM),2135,州立,,Hobbs,5317 Lovington Hwy,88240,町,www.nmjc.edu/,4年制,0.4081,N/A,N/A,N/A,N/A,,,,
New Mexico Military Institute,ニューメキシコ州(NM),345,州立,0.5607,Roswell,101 W.  College Blvd.,88201-5173,町,https://www.nmmi.edu/,4年制,0.4116,N/A,N/A,N/A,N/A,,,,
University of New Mexico-Gallup Campus,ニューメキシコ州(NM),1394,州立,,Gallup,705 Gurley Ave.,87301,町,www.gallup.unm.edu/,4年制,0.1978,N/A,N/A,N/A,N/A,,,,
New Mexico Institute of Mining and Technology,ニューメキシコ州(NM),1160,州立,0.7443,Socorro,801 Leroy Place,87801,町,www.nmt.edu/,N/A,0.5515,N/A,N/A,N/A,N/A,,,,
University of New Mexico-Los Alamos Campus,ニューメキシコ州(NM),867,州立,,Los Alamos,4000 University Dr,87544,町,losalamos.unm.edu/,4年制,0.2846,N/A,N/A,N/A,N/A,,,,
University of New Mexico-Main Campus,ニューメキシコ州(NM),15642,州立,0.9607,Albuquerque,1700 Lomas Blvd NE,87131,都市部,www.unm.edu/,N/A,0.5263,N/A,N/A,N/A,N/A,,,,
New Mexico State University-Alamogordo,ニューメキシコ州(NM),544,州立,,Alamogordo,2400 North Scenic Drive,88310,田舎,alamogordo.nmsu.edu/,4年制,0.1733,N/A,N/A,N/A,N/A,,,,
Southeast New Mexico College,ニューメキシコ州(NM),501,州立,,Carlsbad,1500 University Drive,88220,田舎,senmc.edu/,4年制,0.2069,N/A,N/A,N/A,N/A,,,,
New Mexico State University-Grants,ニューメキシコ州(NM),361,州立,,Grants,1500 Third Street,87020-2025,町,grants.nmsu.edu/,2年制,0.3529,N/A,N/A,N/A,N/A,,,,
New Mexico State University-Main Campus,ニューメキシコ州(NM),11065,州立,0.7805,Las Cruces,2850 Weddell Street,88003-8001,郊外,www.nmsu.edu/,N/A,0.5065,N/A,N/A,N/A,N/A,,,,
University of New Mexico-Valencia County Campus,ニューメキシコ州(NM),1218,州立,,Los Lunas,280 La Entrada,87031-7633,田舎,valencia.unm.edu/,4年制,0.1559,N/A,N/A,N/A,N/A,,,,
Northern New Mexico College,ニューメキシコ州(NM),812,州立,,Espanola,921 Paseo de Onate,87532,町,https://nnmc.edu/,N/A,0.3809,N/A,N/A,N/A,N/A,,,,
San Juan College,ニューメキシコ州(NM),3987,州立,,Farmington,4601 College Blvd,87402-4699,田舎,www.sanjuancollege.edu/,2年制,0.2387,N/A,N/A,N/A,N/A,,,,
Santa Fe Community College,ニューメキシコ州(NM),2068,州立,,Santa Fe,6401 Richards Ave,87508-4887,田舎,https://www.sfcc.edu/,2年制,0.2157,N/A,N/A,N/A,N/A,,,,
University of the Southwest,ニューメキシコ州(NM),369,私立,,Hobbs,6610 North Lovington Hwy,88240,町,https://www.usw.edu/,N/A,0.1813,N/A,N/A,N/A,N/A,,,,
Southwestern College,ニューメキシコ州(NM),,私立,,Santa Fe,3960  San Felipe Road,87507-9196,都市部,www.swc.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Southwestern Indian Polytechnic Institute,ニューメキシコ州(NM),256,州立,,Albuquerque,9169 Coors Blvd NW,87120-3101,郊外,www.sipi.edu/,4年制,0.1447,N/A,N/A,N/A,N/A,,,,
University of New Mexico-Taos Campus,ニューメキシコ州(NM),761,州立,,Ranchos de Taos,1157 County Road 110,87557,田舎,taos.unm.edu/,2年制,0.2121,N/A,N/A,N/A,N/A,,,,
Mesalands Community College,ニューメキシコ州(NM),423,州立,,Tucumcari,911 S Tenth Street,88401-3352,町,www.mesalands.edu/,2年制,0.4952,N/A,N/A,N/A,N/A,,,,
Vogue College of Cosmetology-Santa Fe,ニューメキシコ州(NM),68,営利,,Santa Fe,2434 Cerillos Road,87505,都市部,vogue.edu/,2年制,0.5846,N/A,N/A,N/A,N/A,,,,
Western New Mexico University,ニューメキシコ州(NM),1782,州立,,Silver City,1000 W. College Ave,88061,町,www.wnmu.edu/,N/A,0.3017,N/A,N/A,N/A,N/A,,,,
Vaughn College of Aeronautics and Technology,ニューヨーク州(NY),1175,私立,,Flushing,86-01 23rd Avenue,11369,都市部,www.vaughn.edu/,4年制,0.4136,N/A,N/A,N/A,N/A,,,,
Adelphi University,ニューヨーク州(NY),5004,私立,0.7278,Garden City,1 South Ave,11530-0701,郊外,www.adelphi.edu/,N/A,0.6888,N/A,N/A,N/A,N/A,,,,
SUNY Adirondack,ニューヨーク州(NY),1987,州立,,Queensbury,640 Bay Rd,12804,郊外,www.sunyacc.edu/,4年制,0.2794,N/A,N/A,N/A,N/A,,,,
Bryant & Stratton College-Albany,ニューヨーク州(NY),277,私立,,Albany,1259 Central Ave,12205,郊外,https://www.bryantstratton.edu/,4年制,0.338,N/A,N/A,N/A,N/A,,,,
Albany College of Pharmacy and Health Sciences,ニューヨーク州(NY),584,私立,0.6629,Albany,106 New Scotland Avenue,12208-3492,都市部,www.acphs.edu/,N/A,0.6519,N/A,N/A,N/A,N/A,,,,
Albany Law School,ニューヨーク州(NY),,私立,,Albany,80 New Scotland Avenue,12208,都市部,www.albanylaw.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Albany Medical College,ニューヨーク州(NY),,私立,,Albany,47 New Scotland Ave,12208-3479,都市部,www.amc.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Alfred University,ニューヨーク州(NY),1305,私立,0.5061,Alfred,One Saxon Drive,14802-1205,田舎,www.alfred.edu/,N/A,0.5683,N/A,N/A,N/A,N/A,,,,
Allen School-Brooklyn,ニューヨーク州(NY),148,営利,,Brooklyn,188 Montague Street,11201,都市部,www.allenschool.edu/,2年制,0.8512,N/A,N/A,N/A,N/A,,,,
The Ailey School,ニューヨーク州(NY),67,私立,0.5994,New York,405 W 55th Street,10019-4402,都市部,www.theaileyschool.edu/,2年制,0.7101,N/A,N/A,N/A,N/A,,,,
