college,state,students,privateorpublic,acceptance_rate,city,address,zip,urbanicity,website,school_type,graduation_rate,GPA,Division,tuition,fields_of_study_json,student_faculty_ratio,race_ethnicity_json,sat_score,act_score
Hannibal-LaGrange University,ミズーリ州(MO),397,私立,0.6711,Hannibal,2800 Palmyra Rd,63401,町,www.hlg.edu/,N/A,0.3882,N/A,N/A,N/A,N/A,,,,
Harris-Stowe State University,ミズーリ州(MO),1078,州立,,Saint Louis,3026 Laclede Ave,63103-2136,都市部,https://www.hssu.edu/,N/A,0.1954,N/A,N/A,N/A,N/A,,,,
House of Heavilin Beauty College-Kansas City,ミズーリ州(MO),66,営利,,Kansas City,5720 Troost,64110-2826,都市部,kc-hair.com/,2年制,0.3256,N/A,N/A,N/A,N/A,,,,
Summit Salon Academy Kansas City,ミズーリ州(MO),124,営利,,Independence,815 W 23rd St S,64055,郊外,www.summitsalonacademykc.com/,2年制,0.55,N/A,N/A,N/A,N/A,,,,
Jefferson College,ミズーリ州(MO),2486,州立,,Hillsboro,1000 Viking Drive,63050-2440,田舎,https://www.jeffco.edu/,4年制,0.3407,N/A,N/A,N/A,N/A,,,,
Paul Mitchell the School-Missouri Columbia,ミズーリ州(MO),143,営利,,Columbia,1101 Hutchens Drive,65203,都市部,missouricolumbia.paulmitchell.edu/,2年制,0.6939,N/A,N/A,N/A,N/A,,,,
Barnes-Jewish College Goldfarb School of Nursing,ミズーリ州(MO),415,私立,,Saint Louis,"4483 Duncan Avenue, Mailstop 90-36-697",63110,都市部,https://www.barnesjewishcollege.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Kansas City Art Institute,ミズーリ州(MO),735,私立,0.5848,Kansas City,4415 Warwick Blvd,64111-1874,都市部,www.kcai.edu/,N/A,0.5928,N/A,N/A,N/A,N/A,,,,
Kenrick Glennon Seminary,ミズーリ州(MO),,私立,,Saint Louis,5200 Glennon Dr,63119-4399,郊外,www.kenrick.edu/,N/A,0.7368,N/A,N/A,N/A,N/A,,,,
A T Still University of Health Sciences,ミズーリ州(MO),,私立,,Kirksville,800 W Jefferson,63501,町,www.atsu.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Lex La-Ray Technical Center,ミズーリ州(MO),29,州立,1,Lexington,2323 High School Dr,64067-1525,田舎,www.lexlaray.com/,2年制,0.8974,N/A,N/A,N/A,N/A,,,,
Lincoln University,ミズーリ州(MO),1323,州立,,Jefferson City,820 Chestnut Street,65101,都市部,https://www.lincolnu.edu/,N/A,0.271,N/A,N/A,N/A,N/A,,,,
Lindenwood University,ミズーリ州(MO),4627,私立,0.7402,Saint Charles,209 S Kingshighway St,63301-1695,都市部,https://www.lindenwood.edu/,N/A,0.5362,N/A,N/A,N/A,N/A,,,,
State Technical College of Missouri,ミズーリ州(MO),1958,州立,,Linn,One Technology Drive,65051-9607,田舎,https://www.statetechmo.edu/,4年制,0.7534,N/A,N/A,N/A,N/A,,,,
Logan University,ミズーリ州(MO),288,私立,0.8182,Chesterfield,1851 Schoettler Rd,63017,郊外,https://www.logan.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Metropolitan Community College-Kansas City,ミズーリ州(MO),10586,州立,,Kansas City,3200 Broadway,64111-2429,都市部,www.mcckc.edu/,4年制,0.2845,N/A,N/A,N/A,N/A,,,,
Maryville University of Saint Louis,ミズーリ州(MO),5781,私立,0.8776,Saint Louis,650 Maryville University Drive,63141-7299,郊外,https://www.maryville.edu/,N/A,0.6941,N/A,N/A,N/A,N/A,,,,
Missouri College of Cosmetology and Esthetics,ミズーリ州(MO),89,営利,,Jefferson City,1753 Woodclift Dr.,65109,都市部,merrelluniversity.edu/,2年制,0.6765,N/A,N/A,N/A,N/A,,,,
Midwest Institute,ミズーリ州(MO),204,営利,0.5882,Earth City,4260 Shoreline Drive,63045,郊外,midwestinstitute.com/,4年制,0.7902,N/A,N/A,N/A,N/A,,,,
Midwestern Baptist Theological Seminary,ミズーリ州(MO),879,私立,0.9429,Kansas City,5001 N. Oak Trafficway,64118-4697,都市部,https://www.mbts.edu/,N/A,0.4728,N/A,N/A,N/A,N/A,,,,
Mineral Area College,ミズーリ州(MO),1489,州立,,Park Hills,5270 Flat River Road,63601-1000,町,https://mineralarea.edu/,4年制,0.4292,N/A,N/A,N/A,N/A,,,,
Missouri Baptist University,ミズーリ州(MO),1508,私立,0.709,Saint Louis,One College Park Dr,63141-8698,郊外,www.mobap.edu/,N/A,0.4064,N/A,N/A,N/A,N/A,,,,
Missouri Southern State University,ミズーリ州(MO),3245,州立,0.9948,Joplin,3950 E. Newman Road,64801-1595,都市部,www.mssu.edu/,N/A,0.3626,N/A,N/A,N/A,N/A,,,,
Missouri Valley College,ミズーリ州(MO),1269,私立,0.6124,Marshall,500 E College St,65340,町,https://www.moval.edu/,N/A,0.2406,N/A,N/A,N/A,N/A,,,,
Missouri Western State University,ミズーリ州(MO),2628,州立,,Saint Joseph,4525 Downs Dr,64507,都市部,https://www.missouriwestern.edu/,N/A,0.3883,N/A,N/A,N/A,N/A,,,,
University of Missouri-Columbia,ミズーリ州(MO),23206,州立,0.7913,Columbia,105 Jesse Hall,65211,都市部,https://missouri.edu/,N/A,0.7373,N/A,N/A,N/A,N/A,,,,
University of Missouri-Kansas City,ミズーリ州(MO),6479,州立,0.6948,Kansas City,5000 Holmes St.,64110,都市部,https://www.umkc.edu/,N/A,0.5602,N/A,N/A,N/A,N/A,,,,
Missouri University of Science and Technology,ミズーリ州(MO),5453,州立,0.8149,Rolla,300 W.13th Street,65409,町,https://www.mst.edu/,N/A,0.6256,N/A,N/A,N/A,N/A,,,,
University of Missouri-St Louis,ミズーリ州(MO),5378,州立,0.5111,Saint Louis,One University Boulevard,63121-4400,郊外,https://www.umsl.edu/,N/A,0.5485,N/A,N/A,N/A,N/A,,,,
Moberly Area Community College,ミズーリ州(MO),3023,州立,,Moberly,101 College Ave,65270-1304,町,www.macc.edu/,4年制,0.3767,N/A,N/A,N/A,N/A,,,,
Nazarene Theological Seminary,ミズーリ州(MO),,私立,,Kansas City,1700 E Meyer Blvd,64131-1246,都市部,www.nts.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Neosho Beauty College,ミズーリ州(MO),60,営利,,Neosho,116 N Wood St,64850-1525,町,neoshobeautycollege.com/,2年制,0.5152,N/A,N/A,N/A,N/A,,,,
Truman State University,ミズーリ州(MO),2920,州立,0.4505,Kirksville,100 E Normal Avenue,63501-4221,町,https://www.truman.edu/,N/A,0.7153,N/A,N/A,N/A,N/A,,,,
Northwest Missouri State University,ミズーリ州(MO),4679,州立,0.8556,Maryville,800 University Drive,64468-6001,町,https://www.nwmissouri.edu/,N/A,0.5316,N/A,N/A,N/A,N/A,,,,
Ozark Christian College,ミズーリ州(MO),597,私立,0.9443,Joplin,1111 N Main St,64801,都市部,www.occ.edu/,N/A,0.6008,N/A,N/A,N/A,N/A,,,,
College of the Ozarks,ミズーリ州(MO),1481,私立,0.2113,Point Lookout,100 Opportunity Avenue,65726-0017,町,www.cofo.edu/,N/A,0.625,N/A,N/A,N/A,N/A,,,,
Park University,ミズーリ州(MO),6061,私立,,Parkville,8700 NW River Park Dr,64152-3795,郊外,www.park.edu/,N/A,0.2363,N/A,N/A,N/A,N/A,,,,
Stevens-The Institute of Business & Arts,ミズーリ州(MO),87,営利,1,Saint Louis,1521 Washington Avenue,63103,都市部,www.siba.edu/,4年制,,N/A,N/A,N/A,N/A,,,,
Ranken Technical College,ミズーリ州(MO),1671,私立,,Saint Louis,4431 Finney Ave,63113-2811,都市部,www.ranken.edu/,4年制,0.5972,N/A,N/A,N/A,N/A,,,,
Research College of Nursing,ミズーリ州(MO),227,営利,,Kansas City,2525 E. Meyer Boulevard,64132,都市部,researchcollege.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Rockhurst University,ミズーリ州(MO),1732,私立,0.6646,Kansas City,1100 Rockhurst Rd,64110-2561,都市部,https://www.rockhurst.edu/,N/A,0.7583,N/A,N/A,N/A,N/A,,,,
Saint Louis University,ミズーリ州(MO),7332,私立,0.8471,Saint Louis,One North Grand Blvd,63103-2097,都市部,www.slu.edu/,N/A,0.8058,N/A,N/A,N/A,N/A,,,,
Salem College of Hairstyling,ミズーリ州(MO),34,営利,,Rolla,"1051 Kings Hwy, Suite #1",65401,町,www.centralandsalemcolleges.com/,2年制,,N/A,N/A,N/A,N/A,,,,
University of Health Sciences and Pharmacy in St. Louis,ミズーリ州(MO),264,私立,0.9158,Saint Louis,1 Pharmacy Place,63110-1088,都市部,www.uhsp.edu/,N/A,0.7533,N/A,N/A,N/A,N/A,,,,
Saint Louis Community College,ミズーリ州(MO),11240,州立,,Bridgeton,3221 McKelvey Road,63044,郊外,https://www.stlcc.edu/,4年制,0.2163,N/A,N/A,N/A,N/A,,,,
Saint Paul School of Theology,カンザス州(KS),,私立,,Leawood,13720 Roe Avenue,66224,郊外,www.spst.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Southwest Baptist University,ミズーリ州(MO),1475,私立,0.9955,Bolivar,1600 University Ave,65613-2596,町,www.sbuniv.edu/,N/A,0.4749,N/A,N/A,N/A,N/A,,,,
Missouri State University-West Plains,ミズーリ州(MO),882,州立,,West Plains,128 Garfield Avenue,65775-2715,町,wp.missouristate.edu/,4年制,0.3293,N/A,N/A,N/A,N/A,,,,
St Louis College of Health Careers-St Louis,ミズーリ州(MO),91,営利,,Saint Louis,909 South Taylor Avenue,63110,都市部,www.slchc.edu/,2年制,0.5279,N/A,N/A,N/A,N/A,,,,
State Fair Community College,ミズーリ州(MO),2462,州立,,Sedalia,3201 W 16th Street,65301-2199,町,https://www.sfccmo.edu/,4年制,0.3501,N/A,N/A,N/A,N/A,,,,
Stephens College,ミズーリ州(MO),404,私立,0.6415,Columbia,1200 E Broadway,65215,都市部,https://www.stephens.edu/,N/A,0.4972,N/A,N/A,N/A,N/A,,,,
Southeast Missouri State University,ミズーリ州(MO),7010,州立,0.8631,Cape Girardeau,"One University Plaza, MS2025",63701,都市部,https://www.semo.edu/,N/A,0.5521,N/A,N/A,N/A,N/A,,,,
Missouri State University-Springfield,ミズーリ州(MO),13332,州立,0.9256,Springfield,901 S National Avenue,65897,都市部,www.missouristate.edu/,N/A,0.5885,N/A,N/A,N/A,N/A,,,,
Three Rivers College,ミズーリ州(MO),1839,州立,,Poplar Bluff,2080 Three Rivers Blvd,63901,町,https://trcc.edu/,4年制,0.3151,N/A,N/A,N/A,N/A,,,,
North Central Missouri College,ミズーリ州(MO),1113,州立,,Trenton,1301 Main St,64683,町,www.ncmissouri.edu/,4年制,0.4709,N/A,N/A,N/A,N/A,,,,
Kansas City University,ミズーリ州(MO),,私立,,Kansas City,1750 Independence Ave,64106-1453,都市部,www.kansascity.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Washington University in St Louis,ミズーリ州(MO),7801,私立,0.1176,Saint Louis,One Brookings Drive,63130-4899,郊外,https://wustl.edu/,N/A,0.9341,N/A,N/A,N/A,N/A,,,,
Webster University,ミズーリ州(MO),2174,私立,0.551,Saint Louis,470 E Lockwood Ave.,63119-3194,郊外,www.webster.edu/,N/A,0.5787,N/A,N/A,N/A,N/A,,,,
Westminster College,ミズーリ州(MO),607,私立,0.7528,Fulton,501 Westminster Ave,65251-1299,町,www.wcmo.edu/,N/A,0.5776,N/A,N/A,N/A,N/A,,,,
William Jewell College,ミズーリ州(MO),824,私立,0.4099,Liberty,500 College Hill,64068-1896,郊外,https://www.jewell.edu/,N/A,0.6379,N/A,N/A,N/A,N/A,,,,
William Woods University,ミズーリ州(MO),754,私立,0.6147,Fulton,One University Avenue,65251-2388,町,https://www.williamwoods.edu/,N/A,0.5291,N/A,N/A,N/A,N/A,,,,
Academy of Cosmetology Inc,モンタナ州(MT),37,営利,,Bozeman,133 W Mendenhall,59715-3544,都市部,www.academycosmetology.com/,2年制,0.8182,N/A,N/A,N/A,N/A,,,,
Blackfeet Community College,モンタナ州(MT),337,私立,,Browning,504 S.E. East Boundary,59417-0819,田舎,bfcc.edu/,4年制,0.0106,N/A,N/A,N/A,N/A,,,,
Highlands College of Montana Tech,モンタナ州(MT),322,州立,,Butte,25 Basin Creek Rd,59701,町,https://www.mtech.edu/,2年制,0.272,N/A,N/A,N/A,N/A,,,,
Crevier's Academy of Cosmetology Arts,モンタナ州(MT),68,営利,,Kalispell,240 West Idaho,59901,町,www.crevierschool.com/,2年制,0.8293,N/A,N/A,N/A,N/A,,,,
Carroll College,モンタナ州(MT),1108,私立,0.7808,Helena,1601 N Benton Ave,59625-0002,都市部,www.carroll.edu/,N/A,0.6869,N/A,N/A,N/A,N/A,,,,
Dawson Community College,モンタナ州(MT),247,州立,,Glendive,300 College Dr,59330,町,www.dawson.edu/,4年制,0.3293,N/A,N/A,N/A,N/A,,,,
Chief Dull Knife College,モンタナ州(MT),217,州立,,Lame Deer,1 College Drive,59043,田舎,cdkc.edu/,4年制,0.1539,N/A,N/A,N/A,N/A,,,,
Montana State University Billings,モンタナ州(MT),2742,州立,,Billings,1500 University Drive,59101-0298,都市部,www.msubillings.edu/,N/A,0.2833,N/A,N/A,N/A,N/A,,,,
Flathead Valley Community College,モンタナ州(MT),1090,州立,,Kalispell,777 Grandview Dr,59901,町,www.fvcc.edu/,4年制,0.3139,N/A,N/A,N/A,N/A,,,,
Aaniiih Nakoda College,モンタナ州(MT),115,州立,,Harlem,269 Blackfeet Avenue,59526,田舎,www.ancollege.edu/,4年制,0.3,N/A,N/A,N/A,N/A,,,,
Fort Peck Community College,モンタナ州(MT),580,州立,,Poplar,605 Indian Street,59255-0398,田舎,www.fpcc.edu/,4年制,0.14,N/A,N/A,N/A,N/A,,,,
Great Falls College Montana State University,モンタナ州(MT),764,州立,,Great Falls,2100 16th Ave S,59405,都市部,https://www.gfcmsu.edu/,4年制,0.394,N/A,N/A,N/A,N/A,,,,
University of Providence,モンタナ州(MT),593,私立,0.9548,Great Falls,1301 20th St S,59405-4996,都市部,www.uprovidence.edu/,N/A,0.3953,N/A,N/A,N/A,N/A,,,,
Helena College University of Montana,モンタナ州(MT),608,州立,,Helena,1115 N Roberts Street,59601,都市部,https://www.helenacollege.edu/,4年制,0.3633,N/A,N/A,N/A,N/A,,,,
Little Big Horn College,モンタナ州(MT),295,州立,,Crow Agency,8645 South Weaver Drive,59022,田舎,www.lbhc.edu/,4年制,0.0675,N/A,N/A,N/A,N/A,,,,
Miles Community College,モンタナ州(MT),387,州立,,Miles City,2715 Dickinson Street,59301-4774,町,www.milescc.edu/,4年制,0.4751,N/A,N/A,N/A,N/A,,,,
Montana Technological University,モンタナ州(MT),1424,州立,0.8947,Butte,1300 W Park St,59701-8997,町,https://www.mtech.edu/,N/A,0.5702,N/A,N/A,N/A,N/A,,,,
Montana State University,モンタナ州(MT),14343,州立,0.7333,Bozeman,Montana State University,59717,都市部,https://www.montana.edu/,N/A,0.5575,N/A,N/A,N/A,N/A,,,,
The University of Montana,モンタナ州(MT),6937,州立,0.9538,Missoula,"Missoula, Montana",59812,都市部,www.umt.edu/,N/A,0.4711,N/A,N/A,N/A,N/A,,,,
Montana State University-Northern,モンタナ州(MT),816,州立,,Havre,300 W 11th St,59501,町,www.msun.edu/,N/A,0.3025,N/A,N/A,N/A,N/A,,,,
Rocky Mountain College,モンタナ州(MT),834,私立,0.7517,Billings,1511 Poly Drive,59102-1796,都市部,https://www.rocky.edu/,N/A,0.4923,N/A,N/A,N/A,N/A,,,,
Salish Kootenai College,モンタナ州(MT),514,州立,,Pablo,58138 US  Highway 93,59855,田舎,www.skc.edu/,4年制,0.6172,N/A,N/A,N/A,N/A,,,,
The University of Montana-Western,モンタナ州(MT),1202,州立,0.3631,Dillon,710 S Atlantic,59725-3598,町,umwestern.edu/,N/A,0.4358,N/A,N/A,N/A,N/A,,,,
Bellevue University,ネブラスカ州(NE),10318,私立,,Bellevue,1000 Galvin Rd S,68005-3098,郊外,www.bellevue.edu/,N/A,0.2875,N/A,N/A,N/A,N/A,,,,
Clarkson College,ネブラスカ州(NE),631,私立,0.5606,Omaha,101 S 42nd St,68131-2739,都市部,www.clarksoncollege.edu/,N/A,0.7188,N/A,N/A,N/A,N/A,,,,
Bryan College of Health Sciences,ネブラスカ州(NE),535,私立,0.6757,Lincoln,1535 S 52nd St,68506,都市部,https://www.bryanhealthcollege.edu/bcohs/,N/A,0.7097,N/A,N/A,N/A,N/A,,,,
Central Community College,ネブラスカ州(NE),3104,州立,,Grand Island,3134 West Hwy 34,68802-4903,都市部,https://www.cccneb.edu/,2年制,0.4197,N/A,N/A,N/A,N/A,,,,
Chadron State College,ネブラスカ州(NE),1690,州立,,Chadron,1000 Main St,69337-2690,町,www.csc.edu/,N/A,0.4138,N/A,N/A,N/A,N/A,,,,
College of Hair Design-Downtown,ネブラスカ州(NE),67,営利,,Lincoln,304 S Eleventh St,68508-2199,都市部,collegeofhairdesign.com/,2年制,0.73,N/A,N/A,N/A,N/A,,,,
Concordia University-Nebraska,ネブラスカ州(NE),1138,私立,0.9084,Seward,800 N Columbia Ave,68434-1556,町,www.cune.edu/,N/A,0.5862,N/A,N/A,N/A,N/A,,,,
Creighton University,ネブラスカ州(NE),4261,私立,0.7569,Omaha,2500 California Plaza,68178,都市部,https://www.creighton.edu/,N/A,0.7866,N/A,N/A,N/A,N/A,,,,
Doane University,ネブラスカ州(NE),988,私立,0.7583,Crete,1014 Boswell Avenue,68333,町,www.doane.edu/,N/A,0.6003,N/A,N/A,N/A,N/A,,,,
Hastings College,ネブラスカ州(NE),918,私立,0.7133,Hastings,710 N Turner Ave,68901,町,www.hastings.edu/,N/A,0.5194,N/A,N/A,N/A,N/A,,,,
CHI Health School of Radiologic Technology,ネブラスカ州(NE),24,私立,,Omaha,6901 North 72nd St,68122,都市部,www.chihealth.com/school-of-radiologic-technology,N/A,,N/A,N/A,N/A,N/A,,,,
Joseph's College Cosmetology,ネブラスカ州(NE),107,営利,,Lincoln,6810 P Street #200,68505,都市部,josephscollege.edu/,2年制,0.6392,N/A,N/A,N/A,N/A,,,,
University of Nebraska at Kearney,ネブラスカ州(NE),4159,州立,0.8599,Kearney,2504 9th Avenue,68849-1212,町,www.unk.edu/,N/A,0.5597,N/A,N/A,N/A,N/A,,,,
Nebraska Methodist College of Nursing & Allied Health,ネブラスカ州(NE),808,私立,0.9053,Omaha,720 North 87th Street,68114-2852,都市部,www.methodistcollege.edu/,N/A,0.726,N/A,N/A,N/A,N/A,,,,
Metropolitan Community College Area,ネブラスカ州(NE),6653,州立,,Omaha,30th & Fort Street,68111-1610,都市部,https://www.mccneb.edu/,4年制,0.2347,N/A,N/A,N/A,N/A,,,,
Mid-Plains Community College,ネブラスカ州(NE),947,州立,,North Platte,601 West State Farm Road,69101,田舎,www.mpcc.edu/,4年制,0.434,N/A,N/A,N/A,N/A,,,,
Midland University,ネブラスカ州(NE),1204,私立,0.649,Fremont,900 N. Clarkson St.,68025,町,https://www.midlandu.edu/,N/A,0.4434,N/A,N/A,N/A,N/A,,,,
University of Nebraska at Omaha,ネブラスカ州(NE),11866,州立,0.8586,Omaha,6001 Dodge St,68182-0225,都市部,https://www.unomaha.edu/,N/A,0.4981,N/A,N/A,N/A,N/A,,,,
Nebraska Indian Community College,ネブラスカ州(NE),229,州立,,Macy,1111 Hwy 75,68039-0428,田舎,www.thenicc.edu/,4年制,0.1273,N/A,N/A,N/A,N/A,,,,
University of Nebraska Medical Center,ネブラスカ州(NE),861,州立,,Omaha,42nd & Dewey Ave,68198-7815,都市部,www.unmc.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Nebraska Wesleyan University,ネブラスカ州(NE),1530,私立,0.8148,Lincoln,5000 St Paul Ave,68504-2794,都市部,https://www.nebrwesleyan.edu/,N/A,0.6251,N/A,N/A,N/A,N/A,,,,
University of Nebraska-Lincoln,ネブラスカ州(NE),19097,州立,0.7864,Lincoln,1400 R Street,68588-0419,都市部,www.unl.edu/,N/A,0.6566,N/A,N/A,N/A,N/A,,,,
Northeast Community College,ネブラスカ州(NE),2530,州立,,Norfolk,801 E Benjamin,68702-0469,町,https://northeast.edu/,4年制,0.5138,N/A,N/A,N/A,N/A,,,,
Peru State College,ネブラスカ州(NE),1186,州立,,Peru,600 Hoyt Street,68421-0010,田舎,www.peru.edu/,N/A,0.3696,N/A,N/A,N/A,N/A,,,,
Summit Christian College,ネブラスカ州(NE),18,私立,0.6667,Gering,2025 21st Street,69341,町,https://www.summitcc.edu/,4年制,,N/A,N/A,N/A,N/A,,,,
College of Saint Mary,ネブラスカ州(NE),502,私立,0.6458,Omaha,7000 Mercy Rd.,68106,都市部,https://www.csm.edu/,N/A,0.6369,N/A,N/A,N/A,N/A,,,,
Southeast Community College Area,ネブラスカ州(NE),6031,州立,,Lincoln,301 South 68th Street Place,68510-2449,都市部,www.southeast.edu/,4年制,0.3094,N/A,N/A,N/A,N/A,,,,
Union Adventist University,ネブラスカ州(NE),475,私立,0.9883,Lincoln,3800 S 48th Street,68506,都市部,https://www.ucollege.edu/,N/A,0.581,N/A,N/A,N/A,N/A,,,,
Nebraska College of Technical Agriculture,ネブラスカ州(NE),242,州立,,Curtis,404 East 7th,69025-9552,田舎,https://ncta.unl.edu/,4年制,0.5174,N/A,N/A,N/A,N/A,,,,
Wayne State College,ネブラスカ州(NE),3057,州立,,Wayne,1111 Main St,68787,町,https://www.wsc.edu/,N/A,0.5058,N/A,N/A,N/A,N/A,,,,
Western Nebraska Community College,ネブラスカ州(NE),913,州立,,Scottsbluff,1601 East 27th Street,69361-1899,町,www.wncc.edu/,4年制,0.3818,N/A,N/A,N/A,N/A,,,,
York University,ネブラスカ州(NE),442,私立,0.5729,York,1125 E 8th St,68467-2699,町,www.york.edu/,N/A,0.4272,N/A,N/A,N/A,N/A,,,,
Academy of Hair Design-Las Vegas,ネバダ州(NV),203,営利,,Las Vegas,5191 W. Charleston Blvd. #150,89146,都市部,www.ahdvegas.com/,2年制,0.6559,N/A,N/A,N/A,N/A,,,,
College of Southern Nevada,ネバダ州(NV),27254,州立,,Las Vegas,6375 W. Charleston Blvd.,89146-1164,都市部,www.csn.edu/,4年制,0.1667,N/A,N/A,N/A,N/A,,,,
Las Vegas College,ネバダ州(NV),614,営利,,Las Vegas,8410 Rafael Rivera Way,89113,郊外,https://lvcollege.edu/,2年制,0.5625,N/A,N/A,N/A,N/A,,,,
University of Nevada-Las Vegas,ネバダ州(NV),24329,州立,0.8531,Las Vegas,4505 S Maryland Pky,89154,都市部,www.unlv.edu/,N/A,0.4716,N/A,N/A,N/A,N/A,,,,
University of Nevada-Reno,ネバダ州(NV),15896,州立,0.8562,Reno,1664 North Virginia Street,89557,都市部,www.unr.edu/,N/A,0.6227,N/A,N/A,N/A,N/A,,,,
Great Basin College,ネバダ州(NV),1938,州立,,Elko,1500 College Parkway,89801,町,www.gbcnv.edu/,2年制,0.4596,N/A,N/A,N/A,N/A,,,,
Truckee Meadows Community College,ネバダ州(NV),6461,州立,,Reno,7000 Dandini Blvd,89512-3999,都市部,www.tmcc.edu/,4年制,0.2612,N/A,N/A,N/A,N/A,,,,
Western Nevada College,ネバダ州(NV),1907,州立,,Carson City,2201 West College Parkway,89703-7399,都市部,www.wnc.edu/,4年制,0.3176,N/A,N/A,N/A,N/A,,,,
Colby-Sawyer College,ニューハンプシャー州(NH),814,私立,0.7801,New London,541 Main Street,03257-7835,田舎,www.colby-sawyer.edu/,N/A,0.625,N/A,N/A,N/A,N/A,,,,
Dartmouth College,ニューハンプシャー州(NH),4412,私立,0.0638,Hanover,207 Parkhurst Hall,03755-3529,町,www.dartmouth.edu/,N/A,0.9448,N/A,N/A,N/A,N/A,,,,
Empire Beauty School-Laconia,ニューハンプシャー州(NH),66,営利,,Laconia,556 Main St,3246,町,www.empirebeautyschools.com/,2年制,0.7284,N/A,N/A,N/A,N/A,,,,
Empire Beauty School-Somersworth,ニューハンプシャー州(NH),151,営利,,Somersworth,456 High Street,3878,郊外,www.empirebeautyschools.com/,2年制,0.717,N/A,N/A,N/A,N/A,,,,
Franklin Pierce University,ニューハンプシャー州(NH),1115,私立,0.9272,Rindge,40 University Drive,03461-0060,田舎,https://www.franklinpierce.edu/,N/A,0.4759,N/A,N/A,N/A,N/A,,,,
University of New Hampshire-Franklin Pierce School of Law,ニューハンプシャー州(NH),,州立,,Concord,2 White St,03301-4197,町,https://law.unh.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Keene Beauty Academy,ニューハンプシャー州(NH),64,営利,,Keene,800 Park Ave,3431,町,www.keenebeautyacademy.edu/,2年制,0.6327,N/A,N/A,N/A,N/A,,,,
New England College,ニューハンプシャー州(NH),1036,私立,0.9994,Henniker,98 Bridge St,3242,田舎,www.nec.edu/,N/A,0.2684,N/A,N/A,N/A,N/A,,,,
Southern New Hampshire University,ニューハンプシャー州(NH),138138,私立,0.9637,Manchester,2500 North River Road,03106-1045,郊外,www.snhu.edu/,N/A,0.4011,N/A,N/A,N/A,N/A,,,,
New Hampshire Institute for Therapeutic Arts,ニューハンプシャー州(NH),37,営利,,Nashua,48 Bridge Street #6,3060,都市部,www.nhita.com/,2年制,0.9105,N/A,N/A,N/A,N/A,,,,
University of New Hampshire-Main Campus,ニューハンプシャー州(NH),11396,州立,0.8699,Durham,"105 Main St., Thompson Hall",03824-3547,町,www.unh.edu/,N/A,0.7786,N/A,N/A,N/A,N/A,,,,
Keene State College,ニューハンプシャー州(NH),2690,州立,0.8953,Keene,229 Main Street,03435-1506,町,www.keene.edu/,N/A,0.5959,N/A,N/A,N/A,N/A,,,,
University of New Hampshire at Manchester,ニューハンプシャー州(NH),507,州立,0.8528,Manchester,88 Commercial Street,03101-1113,都市部,manchester.unh.edu/,N/A,0.616,N/A,N/A,N/A,N/A,,,,
Plymouth State University,ニューハンプシャー州(NH),3286,州立,0.9755,Plymouth,17 High Street,03264-1595,町,www.plymouth.edu/,N/A,0.5218,N/A,N/A,N/A,N/A,,,,
NHTI-Concord's Community College,ニューハンプシャー州(NH),2208,州立,,Concord,31 College Drive,03301-7412,町,https://www.nhti.edu/,4年制,0.2848,N/A,N/A,N/A,N/A,,,,
White Mountains Community College,ニューハンプシャー州(NH),424,州立,,Berlin,2020 Riverside Drive,3570,町,www.wmcc.edu/,2年制,0.5341,N/A,N/A,N/A,N/A,,,,
River Valley Community College,ニューハンプシャー州(NH),579,州立,,Claremont,1 College Place,03743-9707,田舎,https://www.rivervalley.edu/,4年制,0.3187,N/A,N/A,N/A,N/A,,,,
Lakes Region Community College,ニューハンプシャー州(NH),503,州立,,Laconia,379 Belmont Road,3246,町,www.lrcc.edu/,4年制,0.354,N/A,N/A,N/A,N/A,,,,
Manchester Community College,ニューハンプシャー州(NH),1690,州立,,Manchester,1066 Front St,03102-8518,都市部,www.mccnh.edu/,4年制,0.3371,N/A,N/A,N/A,N/A,,,,
Nashua Community College,ニューハンプシャー州(NH),1029,州立,,Nashua,505 Amherst St,03063-1026,都市部,nashuacc.edu/,4年制,0.3668,N/A,N/A,N/A,N/A,,,,
Great Bay Community College,ニューハンプシャー州(NH),1264,州立,,Portsmouth,320 Corporate Drive,03801-2879,郊外,https://www.greatbay.edu/,4年制,0.2595,N/A,N/A,N/A,N/A,,,,
Paul Mitchell the School-Portsmouth,ニューハンプシャー州(NH),82,営利,,Portsmouth,140 Congress Street,03801-4084,郊外,paulmitchell.edu/portsmouth,2年制,0.8,N/A,N/A,N/A,N/A,,,,
Rivier University,ニューハンプシャー州(NH),1329,私立,0.8447,Nashua,420 South Main St,3060,都市部,www.rivier.edu/,N/A,0.5876,N/A,N/A,N/A,N/A,,,,
